Date,Primary Type,Count
2004-09-30,NARCOTICS,5102
2004-10-31,NARCOTICS,5057
2004-11-30,NARCOTICS,4672
2004-12-31,NARCOTICS,4301
2005-01-31,NARCOTICS,4754
2005-02-28,NARCOTICS,4910
2005-03-31,NARCOTICS,5111
2005-04-30,NARCOTICS,4939
2005-05-31,NARCOTICS,4841
2005-06-30,NARCOTICS,4433
2005-07-31,NARCOTICS,4575
2005-08-31,NARCOTICS,4796
2005-09-30,NARCOTICS,4642
2005-10-31,NARCOTICS,4550
2005-11-30,NARCOTICS,4409
2005-12-31,NARCOTICS,4274
2006-01-31,NARCOTICS,4707
2006-02-28,NARCOTICS,4214
2006-03-31,NARCOTICS,4658
2006-04-30,NARCOTICS,4634
2006-05-31,NARCOTICS,4913
2006-06-30,NARCOTICS,4664
2006-07-31,NARCOTICS,4701
2006-08-31,NARCOTICS,4955
2006-09-30,NARCOTICS,4712
2006-10-31,NARCOTICS,4617
2006-11-30,NARCOTICS,4598
2006-12-31,NARCOTICS,4438
2007-01-31,NARCOTICS,4908
2007-02-28,NARCOTICS,4250
2007-03-31,NARCOTICS,4906
2007-04-30,NARCOTICS,4659
2007-05-31,NARCOTICS,4561
2007-06-30,NARCOTICS,4476
2007-07-31,NARCOTICS,4811
2007-08-31,NARCOTICS,4767
2007-09-30,NARCOTICS,4606
2007-10-31,NARCOTICS,4476
2007-11-30,NARCOTICS,4290
2007-12-31,NARCOTICS,3744
2008-01-31,NARCOTICS,4127
2008-02-29,NARCOTICS,3906
2008-03-31,NARCOTICS,4065
2008-04-30,NARCOTICS,3671
2008-05-31,NARCOTICS,3825
2008-06-30,NARCOTICS,3573
2008-07-31,NARCOTICS,4001
2008-08-31,NARCOTICS,4490
2008-09-30,NARCOTICS,3863
2008-10-31,NARCOTICS,3994
2008-11-30,NARCOTICS,3857
2008-12-31,NARCOTICS,3136
2009-01-31,NARCOTICS,3782
2009-02-28,NARCOTICS,3657
2009-03-31,NARCOTICS,3938
2009-04-30,NARCOTICS,3578
2009-05-31,NARCOTICS,3665
2009-06-30,NARCOTICS,3471
2009-07-31,NARCOTICS,3518
2009-08-31,NARCOTICS,3848
2009-09-30,NARCOTICS,3730
2009-10-31,NARCOTICS,3693
2009-11-30,NARCOTICS,3565
2009-12-31,NARCOTICS,3091
2010-01-31,NARCOTICS,3816
2010-02-28,NARCOTICS,3983
2010-03-31,NARCOTICS,4395
2010-04-30,NARCOTICS,3787
2010-05-31,NARCOTICS,3668
2010-06-30,NARCOTICS,3344
2010-07-31,NARCOTICS,3516
2010-08-31,NARCOTICS,3669
2010-09-30,NARCOTICS,3616
2010-10-31,NARCOTICS,3517
2010-11-30,NARCOTICS,3299
2010-12-31,NARCOTICS,2780
2011-01-31,NARCOTICS,3456
2011-02-28,NARCOTICS,2894
2011-03-31,NARCOTICS,3763
2011-04-30,NARCOTICS,3193
2011-05-31,NARCOTICS,3051
2011-06-30,NARCOTICS,3178
2011-07-31,NARCOTICS,3338
2011-08-31,NARCOTICS,3531
2011-09-30,NARCOTICS,3287
2011-10-31,NARCOTICS,2984
2011-11-30,NARCOTICS,3043
2011-12-31,NARCOTICS,2930
2012-01-31,NARCOTICS,3296
2012-02-29,NARCOTICS,3613
2012-03-31,NARCOTICS,3559
2012-04-30,NARCOTICS,3038
2012-05-31,NARCOTICS,3073
2012-06-30,NARCOTICS,3061
2012-07-31,NARCOTICS,3227
2012-08-31,NARCOTICS,2665
2012-09-30,NARCOTICS,2615
2012-10-31,NARCOTICS,2563
2012-11-30,NARCOTICS,2441
2012-12-31,NARCOTICS,2434
2013-01-31,NARCOTICS,2938
2013-02-28,NARCOTICS,2832
2013-03-31,NARCOTICS,3299
2013-04-30,NARCOTICS,2973
2013-05-31,NARCOTICS,3079
2013-06-30,NARCOTICS,2676
2013-07-31,NARCOTICS,2980
2013-08-31,NARCOTICS,3027
2013-09-30,NARCOTICS,2649
2013-10-31,NARCOTICS,2724
2013-11-30,NARCOTICS,2733
2013-12-31,NARCOTICS,2226
2014-01-31,NARCOTICS,2223
2014-02-28,NARCOTICS,2354
2014-03-31,NARCOTICS,2634
2014-04-30,NARCOTICS,2597
2014-05-31,NARCOTICS,2606
2014-06-30,NARCOTICS,2424
2014-07-31,NARCOTICS,2690
2014-08-31,NARCOTICS,2550
2014-09-30,NARCOTICS,2186
2014-10-31,NARCOTICS,2110
2014-11-30,NARCOTICS,1914
2014-12-31,NARCOTICS,693
2013-08-31,NON - CRIMINAL,1
2013-09-30,NON - CRIMINAL,0
2013-10-31,NON - CRIMINAL,1
2013-11-30,NON - CRIMINAL,1
2013-12-31,NON - CRIMINAL,0
2014-01-31,NON - CRIMINAL,0
2014-02-28,NON - CRIMINAL,0
2014-03-31,NON - CRIMINAL,0
2014-04-30,NON - CRIMINAL,1
2014-05-31,NON - CRIMINAL,1
2014-06-30,NON - CRIMINAL,2
2014-07-31,NON - CRIMINAL,2
2014-08-31,NON - CRIMINAL,2
2014-09-30,NON - CRIMINAL,2
2010-07-31,NON-CRIMINAL,1
2010-08-31,NON-CRIMINAL,0
2010-09-30,NON-CRIMINAL,0
2010-10-31,NON-CRIMINAL,0
2010-11-30,NON-CRIMINAL,0
2010-12-31,NON-CRIMINAL,0
2011-01-31,NON-CRIMINAL,0
2011-02-28,NON-CRIMINAL,0
2011-03-31,NON-CRIMINAL,0
2011-04-30,NON-CRIMINAL,0
2011-05-31,NON-CRIMINAL,0
2011-06-30,NON-CRIMINAL,0
2011-07-31,NON-CRIMINAL,0
2011-08-31,NON-CRIMINAL,0
2011-09-30,NON-CRIMINAL,0
2011-10-31,NON-CRIMINAL,0
2011-11-30,NON-CRIMINAL,0
2011-12-31,NON-CRIMINAL,0
2012-01-31,NON-CRIMINAL,0
2012-02-29,NON-CRIMINAL,0
2012-03-31,NON-CRIMINAL,0
2012-04-30,NON-CRIMINAL,0
2012-05-31,NON-CRIMINAL,2
2012-06-30,NON-CRIMINAL,0
2012-07-31,NON-CRIMINAL,3
2012-08-31,NON-CRIMINAL,1
2012-09-30,NON-CRIMINAL,0
2012-10-31,NON-CRIMINAL,0
2012-11-30,NON-CRIMINAL,0
2012-12-31,NON-CRIMINAL,0
2013-01-31,NON-CRIMINAL,0
2013-02-28,NON-CRIMINAL,0
2013-03-31,NON-CRIMINAL,1
2013-04-30,NON-CRIMINAL,0
2013-05-31,NON-CRIMINAL,1
2013-06-30,NON-CRIMINAL,0
2013-07-31,NON-CRIMINAL,0
2013-08-31,NON-CRIMINAL,0
2013-09-30,NON-CRIMINAL,0
2013-10-31,NON-CRIMINAL,0
2013-11-30,NON-CRIMINAL,1
2013-12-31,NON-CRIMINAL,1
2014-01-31,NON-CRIMINAL,0
2014-02-28,NON-CRIMINAL,0
2014-03-31,NON-CRIMINAL,0
2014-04-30,NON-CRIMINAL,0
2014-05-31,NON-CRIMINAL,0
2014-06-30,NON-CRIMINAL,0
2014-07-31,NON-CRIMINAL,4
2014-08-31,NON-CRIMINAL,3
2014-09-30,NON-CRIMINAL,3
2014-10-31,NON-CRIMINAL,3
2014-11-30,NON-CRIMINAL,2
2014-12-31,NON-CRIMINAL,2
2012-09-30,NON-CRIMINAL (SUBJECT SPECIFIED),1
2012-10-31,NON-CRIMINAL (SUBJECT SPECIFIED),0
2012-11-30,NON-CRIMINAL (SUBJECT SPECIFIED),0
2012-12-31,NON-CRIMINAL (SUBJECT SPECIFIED),1
2013-01-31,NON-CRIMINAL (SUBJECT SPECIFIED),0
2013-02-28,NON-CRIMINAL (SUBJECT SPECIFIED),0
2013-03-31,NON-CRIMINAL (SUBJECT SPECIFIED),0
2013-04-30,NON-CRIMINAL (SUBJECT SPECIFIED),0
2013-05-31,NON-CRIMINAL (SUBJECT SPECIFIED),0
2013-06-30,NON-CRIMINAL (SUBJECT SPECIFIED),0
2013-07-31,NON-CRIMINAL (SUBJECT SPECIFIED),0
2013-08-31,NON-CRIMINAL (SUBJECT SPECIFIED),0
2013-09-30,NON-CRIMINAL (SUBJECT SPECIFIED),0
2013-10-31,NON-CRIMINAL (SUBJECT SPECIFIED),0
2013-11-30,NON-CRIMINAL (SUBJECT SPECIFIED),0
2013-12-31,NON-CRIMINAL (SUBJECT SPECIFIED),0
2014-01-31,NON-CRIMINAL (SUBJECT SPECIFIED),0
2014-02-28,NON-CRIMINAL (SUBJECT SPECIFIED),1
2004-01-31,OBSCENITY,1
2004-02-29,OBSCENITY,0
2004-03-31,OBSCENITY,3
2004-04-30,OBSCENITY,2
2004-05-31,OBSCENITY,1
2004-06-30,OBSCENITY,0
2004-07-31,OBSCENITY,0
2004-08-31,OBSCENITY,1
2004-09-30,OBSCENITY,1
2004-10-31,OBSCENITY,1
2004-11-30,OBSCENITY,0
2004-12-31,OBSCENITY,3
2005-01-31,OBSCENITY,0
2005-02-28,OBSCENITY,1
2005-03-31,OBSCENITY,5
2005-04-30,OBSCENITY,0
2005-05-31,OBSCENITY,1
2005-06-30,OBSCENITY,2
2005-07-31,OBSCENITY,2
2005-08-31,OBSCENITY,2
2005-09-30,OBSCENITY,2
2005-10-31,OBSCENITY,2
2005-11-30,OBSCENITY,1
2005-12-31,OBSCENITY,1
2006-01-31,OBSCENITY,2
2006-02-28,OBSCENITY,3
2006-03-31,OBSCENITY,3
2006-04-30,OBSCENITY,1
2006-05-31,OBSCENITY,1
2006-06-30,OBSCENITY,0
2006-07-31,OBSCENITY,2
2006-08-31,OBSCENITY,2
2006-09-30,OBSCENITY,1
2006-10-31,OBSCENITY,1
2006-11-30,OBSCENITY,1
2006-12-31,OBSCENITY,0
2007-01-31,OBSCENITY,1
2007-02-28,OBSCENITY,1
2007-03-31,OBSCENITY,0
2007-04-30,OBSCENITY,3
2007-05-31,OBSCENITY,1
2007-06-30,OBSCENITY,0
2007-07-31,OBSCENITY,0
2007-08-31,OBSCENITY,1
2007-09-30,OBSCENITY,0
2007-10-31,OBSCENITY,1
2007-11-30,OBSCENITY,1
2007-12-31,OBSCENITY,2
2008-01-31,OBSCENITY,2
2008-02-29,OBSCENITY,0
2008-03-31,OBSCENITY,2
2008-04-30,OBSCENITY,0
2008-05-31,OBSCENITY,1
2008-06-30,OBSCENITY,1
2008-07-31,OBSCENITY,1
2008-08-31,OBSCENITY,2
2008-09-30,OBSCENITY,4
2008-10-31,OBSCENITY,0
2008-11-30,OBSCENITY,0
2008-12-31,OBSCENITY,0
2009-01-31,OBSCENITY,3
2009-02-28,OBSCENITY,0
2009-03-31,OBSCENITY,3
2009-04-30,OBSCENITY,1
2009-05-31,OBSCENITY,1
2009-06-30,OBSCENITY,1
2009-07-31,OBSCENITY,1
2009-08-31,OBSCENITY,0
2009-09-30,OBSCENITY,0
2009-10-31,OBSCENITY,4
2009-11-30,OBSCENITY,4
2009-12-31,OBSCENITY,2
2010-01-31,OBSCENITY,1
2010-02-28,OBSCENITY,4
2010-03-31,OBSCENITY,2
2010-04-30,OBSCENITY,3
2010-05-31,OBSCENITY,3
2010-06-30,OBSCENITY,4
2010-07-31,OBSCENITY,4
2010-08-31,OBSCENITY,0
2010-09-30,OBSCENITY,3
2010-10-31,OBSCENITY,4
2010-11-30,OBSCENITY,3
2010-12-31,OBSCENITY,2
2011-01-31,OBSCENITY,3
2011-02-28,OBSCENITY,5
2011-03-31,OBSCENITY,5
2011-04-30,OBSCENITY,4
2011-05-31,OBSCENITY,3
2011-06-30,OBSCENITY,4
2011-07-31,OBSCENITY,3
2011-08-31,OBSCENITY,0
2011-09-30,OBSCENITY,5
2011-10-31,OBSCENITY,4
2011-11-30,OBSCENITY,3
2011-12-31,OBSCENITY,1
2012-01-31,OBSCENITY,4
2012-02-29,OBSCENITY,1
2012-03-31,OBSCENITY,3
2012-04-30,OBSCENITY,2
2012-05-31,OBSCENITY,3
2012-06-30,OBSCENITY,0
2012-07-31,OBSCENITY,0
2012-08-31,OBSCENITY,2
2012-09-30,OBSCENITY,3
2012-10-31,OBSCENITY,2
2012-11-30,OBSCENITY,3
2012-12-31,OBSCENITY,3
2013-01-31,OBSCENITY,2
2013-02-28,OBSCENITY,2
2013-03-31,OBSCENITY,1
2013-04-30,OBSCENITY,1
2013-05-31,OBSCENITY,2
2013-06-30,OBSCENITY,3
2013-07-31,OBSCENITY,4
2013-08-31,OBSCENITY,2
2013-09-30,OBSCENITY,1
2013-10-31,OBSCENITY,1
2013-11-30,OBSCENITY,2
2013-12-31,OBSCENITY,1
2014-01-31,OBSCENITY,0
2014-02-28,OBSCENITY,1
2014-03-31,OBSCENITY,5
2014-04-30,OBSCENITY,1
2014-05-31,OBSCENITY,4
2014-06-30,OBSCENITY,2
2014-07-31,OBSCENITY,4
2014-08-31,OBSCENITY,0
2014-09-30,OBSCENITY,2
2014-10-31,OBSCENITY,0
2014-11-30,OBSCENITY,4
2014-12-31,OBSCENITY,3
2004-01-31,OFFENSE INVOLVING CHILDREN,320
2004-02-29,OFFENSE INVOLVING CHILDREN,280
2004-03-31,OFFENSE INVOLVING CHILDREN,247
2004-04-30,OFFENSE INVOLVING CHILDREN,244
2004-05-31,OFFENSE INVOLVING CHILDREN,260
2004-06-30,OFFENSE INVOLVING CHILDREN,244
2004-07-31,OFFENSE INVOLVING CHILDREN,258
2004-08-31,OFFENSE INVOLVING CHILDREN,234
2004-09-30,OFFENSE INVOLVING CHILDREN,252
2004-10-31,OFFENSE INVOLVING CHILDREN,236
2004-11-30,OFFENSE INVOLVING CHILDREN,241
2004-12-31,OFFENSE INVOLVING CHILDREN,235
2005-01-31,OFFENSE INVOLVING CHILDREN,326
2005-02-28,OFFENSE INVOLVING CHILDREN,190
2005-03-31,OFFENSE INVOLVING CHILDREN,203
2005-04-30,OFFENSE INVOLVING CHILDREN,244
2005-05-31,OFFENSE INVOLVING CHILDREN,232
2005-06-30,OFFENSE INVOLVING CHILDREN,278
2005-07-31,OFFENSE INVOLVING CHILDREN,237
2005-08-31,OFFENSE INVOLVING CHILDREN,261
2005-09-30,OFFENSE INVOLVING CHILDREN,240
2005-10-31,OFFENSE INVOLVING CHILDREN,227
2005-11-30,OFFENSE INVOLVING CHILDREN,192
2005-12-31,OFFENSE INVOLVING CHILDREN,218
2006-01-31,OFFENSE INVOLVING CHILDREN,301
2006-02-28,OFFENSE INVOLVING CHILDREN,193
2006-03-31,OFFENSE INVOLVING CHILDREN,231
2006-04-30,OFFENSE INVOLVING CHILDREN,174
2006-05-31,OFFENSE INVOLVING CHILDREN,239
2006-06-30,OFFENSE INVOLVING CHILDREN,236
2006-07-31,OFFENSE INVOLVING CHILDREN,243
2006-08-31,OFFENSE INVOLVING CHILDREN,231
2006-09-30,OFFENSE INVOLVING CHILDREN,211
2006-10-31,OFFENSE INVOLVING CHILDREN,223
2006-11-30,OFFENSE INVOLVING CHILDREN,208
2006-12-31,OFFENSE INVOLVING CHILDREN,227
2007-01-31,OFFENSE INVOLVING CHILDREN,281
2007-02-28,OFFENSE INVOLVING CHILDREN,170
2007-03-31,OFFENSE INVOLVING CHILDREN,247
2007-04-30,OFFENSE INVOLVING CHILDREN,255
2007-05-31,OFFENSE INVOLVING CHILDREN,260
2007-06-30,OFFENSE INVOLVING CHILDREN,230
2007-07-31,OFFENSE INVOLVING CHILDREN,198
2007-08-31,OFFENSE INVOLVING CHILDREN,285
2007-09-30,OFFENSE INVOLVING CHILDREN,230
2007-10-31,OFFENSE INVOLVING CHILDREN,228
2007-11-30,OFFENSE INVOLVING CHILDREN,222
2007-12-31,OFFENSE INVOLVING CHILDREN,224
2008-01-31,OFFENSE INVOLVING CHILDREN,269
2008-02-29,OFFENSE INVOLVING CHILDREN,185
2008-03-31,OFFENSE INVOLVING CHILDREN,201
2008-04-30,OFFENSE INVOLVING CHILDREN,190
2008-05-31,OFFENSE INVOLVING CHILDREN,222
2008-06-30,OFFENSE INVOLVING CHILDREN,203
2008-07-31,OFFENSE INVOLVING CHILDREN,213
2008-08-31,OFFENSE INVOLVING CHILDREN,242
2008-09-30,OFFENSE INVOLVING CHILDREN,227
2008-10-31,OFFENSE INVOLVING CHILDREN,202
2008-11-30,OFFENSE INVOLVING CHILDREN,192
2008-12-31,OFFENSE INVOLVING CHILDREN,225
2009-01-31,OFFENSE INVOLVING CHILDREN,295
2009-02-28,OFFENSE INVOLVING CHILDREN,205
2009-03-31,OFFENSE INVOLVING CHILDREN,208
2009-04-30,OFFENSE INVOLVING CHILDREN,216
2009-05-31,OFFENSE INVOLVING CHILDREN,209
2009-06-30,OFFENSE INVOLVING CHILDREN,230
2009-07-31,OFFENSE INVOLVING CHILDREN,186
2009-08-31,OFFENSE INVOLVING CHILDREN,203
2009-09-30,OFFENSE INVOLVING CHILDREN,207
2009-10-31,OFFENSE INVOLVING CHILDREN,172
2009-11-30,OFFENSE INVOLVING CHILDREN,188
2009-12-31,OFFENSE INVOLVING CHILDREN,204
2010-01-31,OFFENSE INVOLVING CHILDREN,252
2010-02-28,OFFENSE INVOLVING CHILDREN,181
2010-03-31,OFFENSE INVOLVING CHILDREN,228
2010-04-30,OFFENSE INVOLVING CHILDREN,214
2010-05-31,OFFENSE INVOLVING CHILDREN,237
2010-06-30,OFFENSE INVOLVING CHILDREN,191
2010-07-31,OFFENSE INVOLVING CHILDREN,209
2010-08-31,OFFENSE INVOLVING CHILDREN,222
2010-09-30,OFFENSE INVOLVING CHILDREN,188
2010-10-31,OFFENSE INVOLVING CHILDREN,171
2010-11-30,OFFENSE INVOLVING CHILDREN,192
2010-12-31,OFFENSE INVOLVING CHILDREN,196
2011-01-31,OFFENSE INVOLVING CHILDREN,205
2011-02-28,OFFENSE INVOLVING CHILDREN,152
2011-03-31,OFFENSE INVOLVING CHILDREN,200
2011-04-30,OFFENSE INVOLVING CHILDREN,207
2011-05-31,OFFENSE INVOLVING CHILDREN,211
2011-06-30,OFFENSE INVOLVING CHILDREN,218
2011-07-31,OFFENSE INVOLVING CHILDREN,204
2011-08-31,OFFENSE INVOLVING CHILDREN,155
2011-09-30,OFFENSE INVOLVING CHILDREN,185
2011-10-31,OFFENSE INVOLVING CHILDREN,180
2011-11-30,OFFENSE INVOLVING CHILDREN,149
2011-12-31,OFFENSE INVOLVING CHILDREN,210
2012-01-31,OFFENSE INVOLVING CHILDREN,211
2012-02-29,OFFENSE INVOLVING CHILDREN,160
2012-03-31,OFFENSE INVOLVING CHILDREN,208
2012-04-30,OFFENSE INVOLVING CHILDREN,150
2012-05-31,OFFENSE INVOLVING CHILDREN,182
2012-06-30,OFFENSE INVOLVING CHILDREN,204
2012-07-31,OFFENSE INVOLVING CHILDREN,193
2012-08-31,OFFENSE INVOLVING CHILDREN,174
2012-09-30,OFFENSE INVOLVING CHILDREN,147
2012-10-31,OFFENSE INVOLVING CHILDREN,187
2012-11-30,OFFENSE INVOLVING CHILDREN,166
2012-12-31,OFFENSE INVOLVING CHILDREN,158
2013-01-31,OFFENSE INVOLVING CHILDREN,239
2013-02-28,OFFENSE INVOLVING CHILDREN,191
2013-03-31,OFFENSE INVOLVING CHILDREN,211
2013-04-30,OFFENSE INVOLVING CHILDREN,167
2013-05-31,OFFENSE INVOLVING CHILDREN,194
2013-06-30,OFFENSE INVOLVING CHILDREN,189
2013-07-31,OFFENSE INVOLVING CHILDREN,177
2013-08-31,OFFENSE INVOLVING CHILDREN,158
2013-09-30,OFFENSE INVOLVING CHILDREN,183
2013-10-31,OFFENSE INVOLVING CHILDREN,176
2013-11-30,OFFENSE INVOLVING CHILDREN,177
2013-12-31,OFFENSE INVOLVING CHILDREN,205
2014-01-31,OFFENSE INVOLVING CHILDREN,220
2014-02-28,OFFENSE INVOLVING CHILDREN,164
2014-03-31,OFFENSE INVOLVING CHILDREN,214
2014-04-30,OFFENSE INVOLVING CHILDREN,180
2014-05-31,OFFENSE INVOLVING CHILDREN,202
2014-06-30,OFFENSE INVOLVING CHILDREN,215
2014-07-31,OFFENSE INVOLVING CHILDREN,149
2014-08-31,OFFENSE INVOLVING CHILDREN,197
2014-09-30,OFFENSE INVOLVING CHILDREN,166
2014-10-31,OFFENSE INVOLVING CHILDREN,181
2014-11-30,OFFENSE INVOLVING CHILDREN,169
2014-12-31,OFFENSE INVOLVING CHILDREN,62
2004-01-31,OTHER NARCOTIC VIOLATION,1
2004-02-29,OTHER NARCOTIC VIOLATION,0
2004-03-31,OTHER NARCOTIC VIOLATION,0
2004-04-30,OTHER NARCOTIC VIOLATION,0
2004-05-31,OTHER NARCOTIC VIOLATION,4
2004-06-30,OTHER NARCOTIC VIOLATION,1
2004-07-31,OTHER NARCOTIC VIOLATION,0
2004-08-31,OTHER NARCOTIC VIOLATION,1
2004-09-30,OTHER NARCOTIC VIOLATION,1
2004-10-31,OTHER NARCOTIC VIOLATION,0
2004-11-30,OTHER NARCOTIC VIOLATION,0
2004-12-31,OTHER NARCOTIC VIOLATION,1
2005-01-31,OTHER NARCOTIC VIOLATION,0
2005-02-28,OTHER NARCOTIC VIOLATION,3
2005-03-31,OTHER NARCOTIC VIOLATION,0
2005-04-30,OTHER NARCOTIC VIOLATION,0
2005-05-31,OTHER NARCOTIC VIOLATION,1
2005-06-30,OTHER NARCOTIC VIOLATION,0
2005-07-31,OTHER NARCOTIC VIOLATION,0
2005-08-31,OTHER NARCOTIC VIOLATION,2
2005-09-30,OTHER NARCOTIC VIOLATION,3
2005-10-31,OTHER NARCOTIC VIOLATION,0
2005-11-30,OTHER NARCOTIC VIOLATION,0
2005-12-31,OTHER NARCOTIC VIOLATION,0
2006-01-31,OTHER NARCOTIC VIOLATION,2
2006-02-28,OTHER NARCOTIC VIOLATION,1
2006-03-31,OTHER NARCOTIC VIOLATION,2
2006-04-30,OTHER NARCOTIC VIOLATION,1
2006-05-31,OTHER NARCOTIC VIOLATION,0
2006-06-30,OTHER NARCOTIC VIOLATION,1
2006-07-31,OTHER NARCOTIC VIOLATION,1
2006-08-31,OTHER NARCOTIC VIOLATION,0
2006-09-30,OTHER NARCOTIC VIOLATION,0
2006-10-31,OTHER NARCOTIC VIOLATION,0
2006-11-30,OTHER NARCOTIC VIOLATION,0
2006-12-31,OTHER NARCOTIC VIOLATION,1
2007-01-31,OTHER NARCOTIC VIOLATION,1
2007-02-28,OTHER NARCOTIC VIOLATION,2
2007-03-31,OTHER NARCOTIC VIOLATION,1
2007-04-30,OTHER NARCOTIC VIOLATION,0
2007-05-31,OTHER NARCOTIC VIOLATION,1
2007-06-30,OTHER NARCOTIC VIOLATION,0
2007-07-31,OTHER NARCOTIC VIOLATION,6
2007-08-31,OTHER NARCOTIC VIOLATION,0
2007-09-30,OTHER NARCOTIC VIOLATION,1
2007-10-31,OTHER NARCOTIC VIOLATION,0
2007-11-30,OTHER NARCOTIC VIOLATION,0
2007-12-31,OTHER NARCOTIC VIOLATION,0
2008-01-31,OTHER NARCOTIC VIOLATION,0
2008-02-29,OTHER NARCOTIC VIOLATION,0
2008-03-31,OTHER NARCOTIC VIOLATION,0
2008-04-30,OTHER NARCOTIC VIOLATION,3
2008-05-31,OTHER NARCOTIC VIOLATION,3
2008-06-30,OTHER NARCOTIC VIOLATION,0
2008-07-31,OTHER NARCOTIC VIOLATION,0
2008-08-31,OTHER NARCOTIC VIOLATION,3
2008-09-30,OTHER NARCOTIC VIOLATION,1
2008-10-31,OTHER NARCOTIC VIOLATION,1
2008-11-30,OTHER NARCOTIC VIOLATION,1
2008-12-31,OTHER NARCOTIC VIOLATION,0
2009-01-31,OTHER NARCOTIC VIOLATION,0
2009-02-28,OTHER NARCOTIC VIOLATION,0
2009-03-31,OTHER NARCOTIC VIOLATION,1
2009-04-30,OTHER NARCOTIC VIOLATION,0
2009-05-31,OTHER NARCOTIC VIOLATION,2
2009-06-30,OTHER NARCOTIC VIOLATION,1
2009-07-31,OTHER NARCOTIC VIOLATION,1
2009-08-31,OTHER NARCOTIC VIOLATION,1
2009-09-30,OTHER NARCOTIC VIOLATION,0
2009-10-31,OTHER NARCOTIC VIOLATION,0
2009-11-30,OTHER NARCOTIC VIOLATION,0
2009-12-31,OTHER NARCOTIC VIOLATION,1
2010-01-31,OTHER NARCOTIC VIOLATION,0
2010-02-28,OTHER NARCOTIC VIOLATION,0
2010-03-31,OTHER NARCOTIC VIOLATION,1
2010-04-30,OTHER NARCOTIC VIOLATION,1
2010-05-31,OTHER NARCOTIC VIOLATION,0
2010-06-30,OTHER NARCOTIC VIOLATION,1
2010-07-31,OTHER NARCOTIC VIOLATION,1
2010-08-31,OTHER NARCOTIC VIOLATION,1
2010-09-30,OTHER NARCOTIC VIOLATION,0
2010-10-31,OTHER NARCOTIC VIOLATION,0
2010-11-30,OTHER NARCOTIC VIOLATION,1
2010-12-31,OTHER NARCOTIC VIOLATION,0
2011-01-31,OTHER NARCOTIC VIOLATION,0
2011-02-28,OTHER NARCOTIC VIOLATION,0
2011-03-31,OTHER NARCOTIC VIOLATION,0
2011-04-30,OTHER NARCOTIC VIOLATION,0
2011-05-31,OTHER NARCOTIC VIOLATION,0
2011-06-30,OTHER NARCOTIC VIOLATION,0
2011-07-31,OTHER NARCOTIC VIOLATION,1
2011-08-31,OTHER NARCOTIC VIOLATION,0
2011-09-30,OTHER NARCOTIC VIOLATION,1
2011-10-31,OTHER NARCOTIC VIOLATION,2
2011-11-30,OTHER NARCOTIC VIOLATION,1
2011-12-31,OTHER NARCOTIC VIOLATION,0
2012-01-31,OTHER NARCOTIC VIOLATION,0
2012-02-29,OTHER NARCOTIC VIOLATION,0
2012-03-31,OTHER NARCOTIC VIOLATION,0
2012-04-30,OTHER NARCOTIC VIOLATION,0
2012-05-31,OTHER NARCOTIC VIOLATION,0
2012-06-30,OTHER NARCOTIC VIOLATION,0
2012-07-31,OTHER NARCOTIC VIOLATION,0
2012-08-31,OTHER NARCOTIC VIOLATION,2
2012-09-30,OTHER NARCOTIC VIOLATION,1
2012-10-31,OTHER NARCOTIC VIOLATION,1
2012-11-30,OTHER NARCOTIC VIOLATION,2
2012-12-31,OTHER NARCOTIC VIOLATION,0
2013-01-31,OTHER NARCOTIC VIOLATION,0
2013-02-28,OTHER NARCOTIC VIOLATION,0
2013-03-31,OTHER NARCOTIC VIOLATION,0
2013-04-30,OTHER NARCOTIC VIOLATION,0
2013-05-31,OTHER NARCOTIC VIOLATION,0
2013-06-30,OTHER NARCOTIC VIOLATION,1
2013-07-31,OTHER NARCOTIC VIOLATION,0
2013-08-31,OTHER NARCOTIC VIOLATION,2
2013-09-30,OTHER NARCOTIC VIOLATION,1
2013-10-31,OTHER NARCOTIC VIOLATION,0
2013-11-30,OTHER NARCOTIC VIOLATION,0
2013-12-31,OTHER NARCOTIC VIOLATION,1
2014-01-31,OTHER NARCOTIC VIOLATION,0
2014-02-28,OTHER NARCOTIC VIOLATION,2
2014-03-31,OTHER NARCOTIC VIOLATION,1
2014-04-30,OTHER NARCOTIC VIOLATION,1
2014-05-31,OTHER NARCOTIC VIOLATION,1
2014-06-30,OTHER NARCOTIC VIOLATION,1
2014-07-31,OTHER NARCOTIC VIOLATION,1
2014-08-31,OTHER NARCOTIC VIOLATION,1
2014-09-30,OTHER NARCOTIC VIOLATION,0
2014-10-31,OTHER NARCOTIC VIOLATION,1
2014-11-30,OTHER NARCOTIC VIOLATION,1
2004-01-31,OTHER OFFENSE,2724
2004-02-29,OTHER OFFENSE,2562
2004-03-31,OTHER OFFENSE,2795
2004-04-30,OTHER OFFENSE,2487
2004-05-31,OTHER OFFENSE,2551
2004-06-30,OTHER OFFENSE,2432
2004-07-31,OTHER OFFENSE,2295
2004-08-31,OTHER OFFENSE,2510
2004-09-30,OTHER OFFENSE,2235
2004-10-31,OTHER OFFENSE,2438
2004-11-30,OTHER OFFENSE,2260
2004-12-31,OTHER OFFENSE,2242
2005-01-31,OTHER OFFENSE,2589
2005-02-28,OTHER OFFENSE,2300
